name,name_kana,region,lat,lng,rank,category,description
波上宮,なみのうえぐう,沖縄県,26.220675,127.6711834,33,第4シリーズ,【#33 那覇「那覇は2つある!?」】「那覇は2つある!?」がテーマの回で、波上宮は信仰・参詣の中心地として登場したと思われる。
熊本城,くまもとじょう,熊本県,32.8059063,130.7052723,34,第4シリーズ,【#34 熊本城「熊本城はやりすぎ城?」】「熊本城はやりすぎ城?」がテーマの回で、熊本城は防御・築城の観点を語る中心的な題材として登場したと思われる。
江津湖,えづこ,熊本県,32.7684574,130.755816,35,第4シリーズ,【#35 水の国・熊本「火の国熊本は水の国?」】「火の国熊本は水の国?」がテーマの回で、江津湖は地形・自然の成り立ちを示す見どころとして登場したと思われる。
渡月橋,とげつきょう,京都府,35.0112877,135.677182,36,第4シリーズ,【#36 京都・嵐山「嵐山はナゼ美しい!?」】「嵐山はナゼ美しい!?」がテーマの回で、渡月橋は番組内で紹介された見どころとして登場したと思われる。
伏見稲荷大社,ふしみいなりたいしゃ,京都府,34.9676721,135.7731661,37,第4シリーズ,【#37 京都・伏見「伏見は日本の首都だった!?」】「伏見は日本の首都だった!?」がテーマの回で、伏見稲荷大社は信仰・参詣の中心地として登場したと思われる。
横浜赤レンガ倉庫,よこはまあかれんがそうこ,神奈川県,35.4524046,139.6429182,38,第4シリーズ,【#38 横浜「横浜の秘密はハマにあり!?」】「横浜の秘密はハマにあり!?」がテーマの回で、横浜赤レンガ倉庫は番組内で紹介された見どころとして登場したと思われる。
賢島,かしこじま,三重県,34.3074208,136.8189119,39,第4シリーズ,【#39 志摩「志摩の宝は絶景が生んだ!?」】「志摩の宝は絶景が生んだ!?」がテーマの回で、賢島は地形・自然の成り立ちを示す見どころとして登場したと思われる。
伊勢神宮内宮,いせじんぐうないくう,三重県,36.4032655,138.243989,40,第4シリーズ,【#40 伊勢神宮「人はなぜ伊勢を目指す?」】「人はなぜ伊勢を目指す?」がテーマの回で、伊勢神宮内宮は信仰・参詣の中心地として登場したと思われる。
おかげ横丁,おかげよこちょう,三重県,34.4620018,136.7227099,41,第4シリーズ,【#41 お伊勢参り「人はなぜ伊勢を目指す?」】「人はなぜ伊勢を目指す?」がテーマの回で、おかげ横丁は番組内で紹介された見どころとして登場したと思われる。
横須賀軍港,よこすかぐんこう,神奈川県,35.3196709,139.5811131,42,第4シリーズ,【#42 横須賀「なぜ横須賀は要港っスカ?」】「なぜ横須賀は要港っスカ?」がテーマの回で、横須賀軍港はまちの交通・産業の要として登場したと思われる。
鶴ヶ城,つるがじょう,福島県,37.4898583,139.9302556,43,第4シリーズ,【#43 会津「会津人はアイデアマン!?」】「会津人はアイデアマン!?」がテーマの回で、鶴ヶ城は防御・築城の観点を語る中心的な題材として登場したと思われる。
磐梯山,ばんだいさん,福島県,37.589609,140.057404,44,第4シリーズ,【#44 会津磐梯山「会津磐梯山は宝の山?」】「会津磐梯山は宝の山?」がテーマの回で、磐梯山は地形・自然の成り立ちを示す見どころとして登場したと思われる。
新潟島,にいがたじま,新潟県,37.9318119,139.0586516,45,第4シリーズ,【#45 新潟「新潟は砂の町!?」】「新潟は砂の町!?」がテーマの回で、新潟島は地形・自然の成り立ちを示す見どころとして登場したと思われる。
佐渡金山,さどきんざん,新潟県,38.0414275,138.2581438,46,第4シリーズ,【#46 佐渡「黄金の島・佐渡はキセキの島!?」】「黄金の島・佐渡はキセキの島!?」がテーマの回で、佐渡金山は地形・自然の成り立ちを示す見どころとして登場したと思われる。
高尾山,たかおさん,東京都,35.6240746,139.2882821,47,第4シリーズ,【#47 高尾山「高尾山はナンバーワンの山!?」】「高尾山はナンバーワンの山!?」がテーマの回で、高尾山は地形・自然の成り立ちを示す見どころとして登場したと思われる。
広島城,ひろしまじょう,広島県,34.4287877,132.4884075,48,第4シリーズ,【#48 広島「広島はステキなシティ!?」】「広島はステキなシティ!?」がテーマの回で、広島城は防御・築城の観点を語る中心的な題材として登場したと思われる。
厳島神社,いつくしまじんじゃ,広島県,34.3011848,132.3216587,49,第4シリーズ,【#49 宮島「宮島は神の島!?」】「宮島は神の島!?」がテーマの回で、厳島神社は信仰・参詣の中心地として登場したと思われる。
青木ヶ原樹海,あおきがはらじゅかい,山梨県,35.452828,138.649635,50,第4シリーズ,【#50 富士の樹海「日本を支えた?樹海の正体とは!?」】「日本を支えた?樹海の正体とは!?」がテーマの回で、青木ヶ原樹海は地形・自然の成り立ちを示す見どころとして登場したと思われる。
鳴沢氷穴,なるさわひょうけつ,山梨県,35.4779916,138.6648899,51,第4シリーズ,【#51 樹海の神秘「日本を支えた?樹海の正体とは!?」】「日本を支えた?樹海の正体とは!?」がテーマの回で、鳴沢氷穴は番組内で紹介された見どころとして登場したと思われる。
新倉山浅間公園,あらくらやませんげんこうえん,山梨県,35.501419,138.8015487,52,第4シリーズ,【#52 富士山麓「富士山最大の玄関口はどうできた?」】「富士山最大の玄関口はどうできた?」がテーマの回で、新倉山浅間公園は地形・自然の成り立ちを示す見どころとして登場したと思われる。
大阪城,おおさかじょう,大阪府,34.6830207,135.53053,53,第4シリーズ,【#53 大阪「大阪はなぜ日本一の商都に?」】「大阪はなぜ日本一の商都に?」がテーマの回で、大阪城は防御・築城の観点を語る中心的な題材として登場したと思われる。
真田丸顕彰碑,さなだまるけんしょうひ,大阪府,34.6725562,135.5266355,54,第4シリーズ,【#54 大坂城・真田丸スペシャル「大坂城はなぜ難攻不落?」】「大坂城はなぜ難攻不落?」がテーマの回で、真田丸顕彰碑は番組内で紹介された見どころとして登場したと思われる。
知床五湖,しれとこごこ,北海道,44.1221927,145.0804841,55,第4シリーズ,【#55 知床「世界遺産・知床は火山のおかげ!?」】「世界遺産・知床は火山のおかげ!?」がテーマの回で、知床五湖は地形・自然の成り立ちを示す見どころとして登場したと思われる。
中尊寺,ちゅうそんじ,岩手県,38.9980031,141.106974,56,第4シリーズ,【#56 平泉「黄金の都・平泉はなぜ栄えた?」】「黄金の都・平泉はなぜ栄えた?」がテーマの回で、中尊寺は信仰・歴史を物語る寺院として登場したと思われる。
目黒不動尊,めぐろふどうそん,東京都,35.630019,139.710477,57,第4シリーズ,【#57 東京・目黒「目黒は江戸のリゾート!?」】「目黒は江戸のリゾート!?」がテーマの回で、目黒不動尊は番組内で紹介された見どころとして登場したと思われる。
浦安市郷土博物館,うらやすしきょうどはくぶつかん,千葉県,35.655169,139.901136,58,第4シリーズ,【#58 浦安「なぜ浦安は夢と魔法の町になった?」】「なぜ浦安は夢と魔法の町になった?」がテーマの回で、浦安市郷土博物館はまち歩きで紹介された見どころとして登場したと思われる。
丸亀城,まるがめじょう,香川県,34.2796373,133.7849011,59,第4シリーズ,【#59 さぬきうどん「なぜさぬきうどんは名物になった?」】「なぜさぬきうどんは名物になった?」がテーマの回で、丸亀城は防御・築城の観点を語る中心的な題材として登場したと思われる。
金刀比羅宮,ことひらぐう,香川県,34.1840272,133.8093912,60,第4シリーズ,【#60 こんぴらさん「人はなぜこんぴらさんを目指す?」】「人はなぜこんぴらさんを目指す?」がテーマの回で、金刀比羅宮は信仰・参詣の中心地として登場したと思われる。
偕楽園,かいらくえん,茨城県,36.3756478,140.453059,61,第4シリーズ,【#61 水戸「水戸黄門はなぜ人気があるのか?」】「水戸黄門はなぜ人気があるのか?」がテーマの回で、偕楽園は番組内で紹介された見どころとして登場したと思われる。
別府地獄めぐり,べっぷじごくめぐり,大分県,33.3157539,131.4698602,62,第4シリーズ,【#62 別府温泉「別府はなぜ日本一の温泉に?」】「別府はなぜ日本一の温泉に?」がテーマの回で、別府地獄めぐりは番組内で紹介された見どころとして登場したと思われる。
別府タワー,べっぷたわー,大分県,33.2821039,131.5060492,63,第4シリーズ,【#63 別府「巨大温泉都市・別府はどうできた?」】「巨大温泉都市・別府はどうできた?」がテーマの回で、別府タワーは番組内で紹介された見どころとして登場したと思われる。
神戸港,こうべこう,兵庫県,34.6837698,135.1900952,64,第4シリーズ,【#64 神戸の港「神戸はなぜ1300年も良港なのか?」】「神戸はなぜ1300年も良港なのか?」がテーマの回で、神戸港はまちの交通・産業の要として登場したと思われる。
風見鶏の館,かざみどりのやかた,兵庫県,34.7013758,135.1894888,65,第4シリーズ,【#65 神戸の街「神戸はなぜハイカラなのか?」】「神戸はなぜハイカラなのか?」がテーマの回で、風見鶏の館は番組内で紹介された見どころとして登場したと思われる。
奄美大島紬村,あまみおおしまつむぎむら,鹿児島県,28.4066677,129.6159183,66,第4シリーズ,【#66 奄美大島「自然をいかした奄美の宝とは?」】「自然をいかした奄美の宝とは?」がテーマの回で、奄美大島紬村は地形・自然の成り立ちを示す見どころとして登場したと思われる。
奄美フォレストポリス公園,あまみふぉれすとぽりすこうえん,鹿児島県,28.317051,129.3348794,67,第4シリーズ,【#67 奄美の森「なぜ奄美は生き物の楽園!?」】「なぜ奄美は生き物の楽園!?」がテーマの回で、奄美フォレストポリス公園はまち歩きで紹介された見どころとして登場したと思われる。
加計呂麻島,かけろまじま,鹿児島県,28.1085041,129.2962527,68,第4シリーズ,【#68 奄美の海「なぜ奄美は生き物の楽園!?」】「なぜ奄美は生き物の楽園!?」がテーマの回で、加計呂麻島は地形・自然の成り立ちを示す見どころとして登場したと思われる。
清水寺,きよみずでら,京都府,34.9949161,135.7852941,69,第4シリーズ,【#69 京都・清水寺「人はなぜ清水を目指す?」】「人はなぜ清水を目指す?」がテーマの回で、清水寺は信仰・歴史を物語る寺院として登場したと思われる。
八坂神社,やさかじんじゃ,京都府,35.004192,135.777738,70,第4シリーズ,【#70 京都・祇園「日本一の花街・祇園はどうできた?」】「日本一の花街・祇園はどうできた?」がテーマの回で、八坂神社は信仰・参詣の中心地として登場したと思われる。
大涌谷,おおわくだに,神奈川県,35.2464924,139.0240825,71,第4シリーズ,【#71 箱根「箱根の地獄が極楽を生んだ!?」】「箱根の地獄が極楽を生んだ!?」がテーマの回で、大涌谷は地形・自然の成り立ちを示す見どころとして登場したと思われる。
箱根関所,はこねせきしょ,神奈川県,35.1922525,139.0265523,72,第4シリーズ,【#72 箱根関所「鉄壁!箱根の関所はなぜ破れない!?」】「鉄壁!箱根の関所はなぜ破れない!?」がテーマの回で、箱根関所は番組内で紹介された見どころとして登場したと思われる。
千光寺,せんこうじ,広島県,34.4103649,133.1986846,73,第4シリーズ,【#73 尾道「なぜ人は尾道に魅せられるのか?」】「なぜ人は尾道に魅せられるのか?」がテーマの回で、千光寺は信仰・歴史を物語る寺院として登場したと思われる。
倉敷美観地区,くらしきびかんちく,岡山県,34.5944491,133.7724236,74,第4シリーズ,【#74 倉敷「なぜ美しい町並みが倉敷に?」】「なぜ美しい町並みが倉敷に?」がテーマの回で、倉敷美観地区はまち歩きで紹介された見どころとして登場したと思われる。
名古屋城,なごやじょう,愛知県,35.1853191,136.899177,75,第4シリーズ,【#75 名古屋「尾張名古屋は家康でもつ?」】「尾張名古屋は家康でもつ?」がテーマの回で、名古屋城は防御・築城の観点を語る中心的な題材として登場したと思われる。
熱田神宮,あつたじんぐう,愛知県,35.1251692,136.9092108,76,第4シリーズ,【#76 名古屋・熱田「尾張名古屋は家康でもつ?」】「尾張名古屋は家康でもつ?」がテーマの回で、熱田神宮は信仰・参詣の中心地として登場したと思われる。
氷川神社,ひかわじんじゃ,埼玉県,35.9165199,139.6299373,77,第4シリーズ,【#77 大宮「なぜ大宮は鉄道の町になったのか?」】「なぜ大宮は鉄道の町になったのか?」がテーマの回で、氷川神社は信仰・参詣の中心地として登場したと思われる。
弘前城,ひろさきじょう,青森県,40.5990908,140.4929961,78,第4シリーズ,【#78 弘前「サムライがつくった弘前の宝とは!?」】「サムライがつくった弘前の宝とは!?」がテーマの回で、弘前城は防御・築城の観点を語る中心的な題材として登場したと思われる。
秩父神社,ちちぶじんじゃ,埼玉県,35.9976904,139.0841435,79,第4シリーズ,【#79 秩父「秩父はず〜っと日本を盛り上げた!?」】「秩父はず〜っと日本を盛り上げた!?」がテーマの回で、秩父神社は信仰・参詣の中心地として登場したと思われる。
長瀞岩畳,ながとろいわだたみ,埼玉県,36.0945177,139.1159019,80,第4シリーズ,【#80 夏休みSP 長瀞「なぜ長瀞は人々をひきつけるのか?」】「なぜ長瀞は人々をひきつけるのか?」がテーマの回で、長瀞岩畳は地形・自然の成り立ちを示す見どころとして登場したと思われる。
奥入瀬渓流,おいらせけいりゅう,青森県,40.5757485,140.98095,81,第4シリーズ,【#81 十和田湖・奥入瀬「十和田湖はなぜ神秘の湖に?」】「十和田湖はなぜ神秘の湖に?」がテーマの回で、奥入瀬渓流は地形・自然の成り立ちを示す見どころとして登場したと思われる。
金剛峯寺,こんごうぶじ,和歌山県,34.2132062,135.5840202,82,第4シリーズ,【#82 高野山「高野山は空海テーマパーク!?」】「高野山は空海テーマパーク!?」がテーマの回で、金剛峯寺は信仰・歴史を物語る寺院として登場したと思われる。
高野山 奥之院,こうやさんおくのいん,和歌山県,34.570211,135.5961729,83,第4シリーズ,【#83 高野山と空海「高野山は空海テーマパーク!?」】「高野山は空海テーマパーク!?」がテーマの回で、高野山 奥之院は信仰・歴史を物語る寺院として登場したと思われる。
壇上伽藍,だんじょうがらん,和歌山県,34.8605706,135.4451726,84,第4シリーズ,【#84 高野山の町「高野山はなぜ山上の仏教都市に?」】「高野山はなぜ山上の仏教都市に?」がテーマの回で、壇上伽藍は信仰・歴史を物語る寺院として登場したと思われる。
高知城,こうちじょう,高知県,33.560698,133.5314161,85,第4シリーズ,【#85 高知「高知の町はなぜ龍馬を生んだ?」】「高知の町はなぜ龍馬を生んだ?」がテーマの回で、高知城は防御・築城の観点を語る中心的な題材として登場したと思われる。
黒部ダム,くろべだむ,富山県,36.5665135,137.6645762,86,第4シリーズ,【#86 黒部ダム「黒部ダムはなぜ秘境につくられた?」】「黒部ダムはなぜ秘境につくられた?」がテーマの回で、黒部ダムは番組内で紹介された見どころとして登場したと思われる。
くろよん,くろよん,富山県,36.5576224,137.6564933,87,第4シリーズ,【#87 黒部の奇跡「黒部ダムはなぜ秘境につくられた?」】「黒部ダムはなぜ秘境につくられた?」がテーマの回で、くろよんは番組内で紹介された見どころとして登場したと思われる。
室堂,むろどう,富山県,36.5771923,137.5957936,88,第4シリーズ,【#88 立山「北アルプス・立山はなぜ神秘的?」】「北アルプス・立山はなぜ神秘的?」がテーマの回で、室堂は地形・自然の成り立ちを示す見どころとして登場したと思われる。
昭和新山,しょうわしんざん,北海道,42.5423496,140.8764981,89,第4シリーズ,【#89 洞爺湖「なぜ世界の洞爺湖になった?」】「なぜ世界の洞爺湖になった?」がテーマの回で、昭和新山は地形・自然の成り立ちを示す見どころとして登場したと思われる。
トヨタ産業技術記念館,とよたさんぎょうぎじゅつきねんかん,愛知県,35.1824596,136.876032,90,第4シリーズ,【#90 ものづくり名古屋「名古屋が生んだものづくり日本とは?」】「名古屋が生んだものづくり日本とは?」がテーマの回で、トヨタ産業技術記念館はまち歩きで紹介された見どころとして登場したと思われる。
地球岬,ちきゅうみさき,北海道,42.3122586,140.9896371,91,第4シリーズ,【#91 室蘭「工業都市・室蘭を生んだ奇跡とは!?」】「工業都市・室蘭を生んだ奇跡とは!?」がテーマの回で、地球岬は地形・自然の成り立ちを示す見どころとして登場したと思われる。
岐阜城,ぎふじょう,岐阜県,35.4354335,136.7739058,92,第4シリーズ,【#92 岐阜「岐阜は信長が夢見た平和の都!?」】「岐阜は信長が夢見た平和の都!?」がテーマの回で、岐阜城は防御・築城の観点を語る中心的な題材として登場したと思われる。
彦根城,ひこねじょう,滋賀県,35.2745487,136.2477941,93,第4シリーズ,【#93 彦根「なぜ家康は彦根がイイと思った?」】「なぜ家康は彦根がイイと思った?」がテーマの回で、彦根城は防御・築城の観点を語る中心的な題材として登場したと思われる。
井の頭恩賜公園,いのかしらおんしこうえん,東京都,35.6959297,139.5739424,94,第4シリーズ,【#94 東京・吉祥寺「なぜ人は吉祥寺に住みたがるのか?」】「なぜ人は吉祥寺に住みたがるのか?」がテーマの回で、井の頭恩賜公園はまち歩きで紹介された見どころとして登場したと思われる。
宝塚大劇場,たからづかだいげきじょう,兵庫県,34.8073402,135.3462447,95,第4シリーズ,【#95 宝塚「なぜ宝塚は娯楽の殿堂になった?」】「なぜ宝塚は娯楽の殿堂になった?」がテーマの回で、宝塚大劇場は番組内で紹介された見どころとして登場したと思われる。
田園調布駅,でんえんちょうふえき,東京都,35.5974837,139.6671722,96,第4シリーズ,【#96 田園調布「田園調布はどう超高級住宅街になった?」】「田園調布はどう超高級住宅街になった?」がテーマの回で、田園調布駅はまちの交通・産業の要として登場したと思われる。
有馬温泉,ありまおんせん,兵庫県,34.799394,135.2466646,97,第4シリーズ,【#97 有馬温泉「有馬温泉♨人気はなぜ冷めない?」】「有馬温泉♨人気はなぜ冷めない?」がテーマの回で、有馬温泉は温泉地の魅力を伝える場所として登場したと思われる。
鶴丸城跡,つるまるじょうあと,鹿児島県,31.5981295,130.5557832,98,第4シリーズ,【#98 鹿児島「なぜ鹿児島は明治維新の主役となれた?」】「なぜ鹿児島は明治維新の主役となれた?」がテーマの回で、鶴丸城跡は防御・築城の観点を語る中心的な題材として登場したと思われる。
仙巌園,せんがんえん,鹿児島県,31.6183873,130.5803724,99,第4シリーズ,【#99 薩摩の奇跡「なぜ鹿児島は明治維新の主役となれた?」】「なぜ鹿児島は明治維新の主役となれた?」がテーマの回で、仙巌園は番組内で紹介された見どころとして登場したと思われる。
青島神社,あおしまじんじゃ,宮崎県,31.804407,131.4752722,100,第4シリーズ,【#100 宮崎「なぜ宮崎は南国リゾートになった?」】「なぜ宮崎は南国リゾートになった?」がテーマの回で、青島神社は信仰・参詣の中心地として登場したと思われる。
銀閣寺,ぎんかくじ,京都府,35.0270331,135.7912357,101,第4シリーズ,【#101 京都・銀閣寺「美しきニッポンの始まりは東山の奥にあり!?」】「美しきニッポンの始まりは東山の奥にあり!?」がテーマの回で、銀閣寺は信仰・歴史を物語る寺院として登場したと思われる。
南禅寺,なんぜんじ,京都府,35.0113926,135.7894886,102,第4シリーズ,【#102 京都・東山「美しきニッポンの始まりは東山の奥にあり!?」】「美しきニッポンの始まりは東山の奥にあり!?」がテーマの回で、南禅寺は信仰・歴史を物語る寺院として登場したと思われる。
平等院,びょうどういん,京都府,34.880416,135.8265086,103,第4シリーズ,【#103 京都・宇治「なぜ宇治は天下一の茶どころになった?」】「なぜ宇治は天下一の茶どころになった?」がテーマの回で、平等院は信仰・歴史を物語る寺院として登場したと思われる。
修善寺,しゅぜんじ,静岡県,34.968683,138.886061,104,第4シリーズ,【#104 伊豆「どうして越えたい天城越え?」】「どうして越えたい天城越え?」がテーマの回で、修善寺は信仰・歴史を物語る寺院として登場したと思われる。
天城山,あまぎさん,静岡県,36.5487124,138.1711658,105,第4シリーズ,【#105 天城越え「どうして越えたい天城越え?」】「どうして越えたい天城越え?」がテーマの回で、天城山は防御・築城の観点を語る中心的な題材として登場したと思われる。
萩城跡,はぎじょうあと,山口県,34.4169586,131.3837841,106,第4シリーズ,【#106 萩「萩はなぜ世界遺産になった?」】「萩はなぜ世界遺産になった?」がテーマの回で、萩城跡は防御・築城の観点を語る中心的な題材として登場したと思われる。
了仙寺,りょうせんじ,静岡県,34.6721798,138.9416489,107,第4シリーズ,【#107 伊豆・下田「なぜ下田は開国の地になった!?」】「なぜ下田は開国の地になった!?」がテーマの回で、了仙寺は信仰・歴史を物語る寺院として登場したと思われる。
赤間神宮,あかまじんぐう,山口県,33.9598824,130.9487793,108,第4シリーズ,【#108 関門海峡・下関「関門海峡はなぜ関門?」】「関門海峡はなぜ関門?」がテーマの回で、赤間神宮は信仰・参詣の中心地として登場したと思われる。
門司港駅,もじこうえき,福岡県,33.945132,130.961474,109,第4シリーズ,【#109 関門海峡・門司「関門海峡はなぜ関門?」】「関門海峡はなぜ関門?」がテーマの回で、門司港駅はまちの交通・産業の要として登場したと思われる。
那須岳,なすだけ,栃木県,37.1248614,139.9629304,110,第4シリーズ,【#110 那須「なぜ那須は一大リゾートになった?」】「なぜ那須は一大リゾートになった?」がテーマの回で、那須岳は番組内で紹介された見どころとして登場したと思われる。
鳥取砂丘,とっとりさきゅう,鳥取県,35.5340513,134.2238652,111,第4シリーズ,【#111 鳥取砂丘「なぜ鳥取砂丘は人をひきつける?」】「なぜ鳥取砂丘は人をひきつける?」がテーマの回で、鳥取砂丘はまち歩きで紹介された見どころとして登場したと思われる。
大谷資料館,おおやしりょうかん,栃木県,36.5999756,139.8247362,112,第4シリーズ,【#112 宇都宮「宇都宮は江戸に欠かせない町?」】「宇都宮は江戸に欠かせない町?」がテーマの回で、大谷資料館は地形・自然の成り立ちを示す見どころとして登場したと思われる。
山居倉庫,さんきょそうこ,山形県,38.911167,139.8367782,113,第4シリーズ,【#113 山形・酒田「山形・酒田はなぜ日本の中心!?」】「山形・酒田はなぜ日本の中心!?」がテーマの回で、山居倉庫は地形・自然の成り立ちを示す見どころとして登場したと思われる。
箱根湯本温泉,はこねゆもとおんせん,神奈川県,35.2287253,139.0945676,114,第4シリーズ,【#114 箱根の温泉「箱根はなぜNO.1の温泉に登りつめた?」】「箱根はなぜNO.1の温泉に登りつめた?」がテーマの回で、箱根湯本温泉は温泉地の魅力を伝える場所として登場したと思われる。
江の島,えのしま,神奈川県,35.3077979,139.4845336,115,第4シリーズ,【#115 湘南「湘南人気のヒミツはいとしのヘリにあり♪」】「湘南人気のヒミツはいとしのヘリにあり♪」がテーマの回で、江の島は地形・自然の成り立ちを示す見どころとして登場したと思われる。
陶山神社,すえやまじんじゃ,佐賀県,33.1889412,129.8992894,116,第4シリーズ,【#116 有田焼「なぜ世界の有田焼になった?」】「なぜ世界の有田焼になった?」がテーマの回で、陶山神社は信仰・参詣の中心地として登場したと思われる。
有田ポーセリングパーク,ありたぽーせりんぐぱーく,佐賀県,33.1626027,129.9070475,117,第4シリーズ,【#117 有田焼、世界へ「なぜ世界の有田焼になった?」】「なぜ世界の有田焼になった?」がテーマの回で、有田ポーセリングパークは番組内で紹介された見どころとして登場したと思われる。
四季彩の丘,しきさいのおか,北海道,43.5289503,142.4654848,118,第4シリーズ,【#118 富良野・美瑛「残りモノには福がある」】「残りモノには福がある」がテーマの回で、四季彩の丘はまち歩きで紹介された見どころとして登場したと思われる。
旭山動物園,あさひやまどうぶつえん,北海道,43.7665332,142.4835566,119,第4シリーズ,【#119 旭川「旭川は北のトップランナー!?」】「旭川は北のトップランナー!?」がテーマの回で、旭山動物園は地形・自然の成り立ちを示す見どころとして登場したと思われる。
東尋坊,とうじんぼう,福井県,36.2372365,136.1271692,120,第4シリーズ,【#120 東尋坊・恐竜「東尋坊 恐竜 福井名物はなぜ生まれた?」】「東尋坊 恐竜 福井名物はなぜ生まれた?」がテーマの回で、東尋坊は番組内で紹介された見どころとして登場したと思われる。
豊洲市場,とよすしじょう,東京都,35.7969033,139.9647277,121,第4シリーズ,【#121 東京・豊洲「TOKYOサポーターは豊洲にやってくる!?」】「TOKYOサポーターは豊洲にやってくる!?」がテーマの回で、豊洲市場はまち歩きで紹介された見どころとして登場したと思われる。
一乗谷朝倉氏遺跡,いちじょうだにあさくらしいせき,福井県,36.0152181,136.2982788,124,第4シリーズ,【#124 福井「福井のルーツは消えた都市にあり!?」】「福井のルーツは消えた都市にあり!?」がテーマの回で、一乗谷朝倉氏遺跡は地形・自然の成り立ちを示す見どころとして登場したと思われる。
武蔵小杉駅,むさしこすぎえき,神奈川県,35.5767795,139.6598344,125,第4シリーズ,【#125 武蔵小杉「人気急上昇!武蔵小杉発展の秘密とは!?」】「人気急上昇!武蔵小杉発展の秘密とは!?」がテーマの回で、武蔵小杉駅は地形・自然の成り立ちを示す見どころとして登場したと思われる。
眉山,びざん,徳島県,34.0608579,134.5164028,128,第4シリーズ,【#128 阿波踊り「阿波踊りはなぜ生まれた?」】「阿波踊りはなぜ生まれた?」がテーマの回で、眉山は地形・自然の成り立ちを示す見どころとして登場したと思われる。
鳴門の渦潮,なるとのうずしお,徳島県,34.2366261,134.6510518,129,第4シリーズ,【#129 鳴門「鳴門が四国の玄関口になるとは?」】「鳴門が四国の玄関口になるとは?」がテーマの回で、鳴門の渦潮は番組内で紹介された見どころとして登場したと思われる。
甲府城跡,こうふじょうあと,山梨県,35.6657147,138.5710443,130,第4シリーズ,【#130 甲府盆地「ミラクル盆地は試練がいっぱい」】「ミラクル盆地は試練がいっぱい」がテーマの回で、甲府城跡は防御・築城の観点を語る中心的な題材として登場したと思われる。
熊野那智大社,くまのなちたいしゃ,和歌山県,33.6691588,135.8904981,131,第4シリーズ,【#131 熊野「なぜ熊野は日本の聖地になった?」】「なぜ熊野は日本の聖地になった?」がテーマの回で、熊野那智大社は信仰・参詣の中心地として登場したと思われる。
熊野本宮大社,くまのほんぐうたいしゃ,和歌山県,33.837928,135.7761046,132,第4シリーズ,【#132 熊野の観光「熊野観光の深〜い魅力とは?」】「熊野観光の深〜い魅力とは?」がテーマの回で、熊野本宮大社は信仰・参詣の中心地として登場したと思われる。
道頓堀,どうとんぼり,大阪府,34.6688231,135.5055574,133,第4シリーズ,【#133 大阪ミナミ「なぜミナミは日本一のお笑いの街になった?」】「なぜミナミは日本一のお笑いの街になった?」がテーマの回で、道頓堀は番組内で紹介された見どころとして登場したと思われる。
仁徳天皇陵古墳,にんとくてんのうりょうこふん,大阪府,34.5607832,135.485042,134,第4シリーズ,【#134 古墳の町・堺「巨大古墳は日本の歴史を動かした」】「巨大古墳は日本の歴史を動かした」がテーマの回で、仁徳天皇陵古墳は番組内で紹介された見どころとして登場したと思われる。
鹿島神宮,かしまじんぐう,茨城県,35.969656,140.6350494,135,第4シリーズ,【#135 ちばらき「ちばらきはニッポンの要」】「ちばらきはニッポンの要」がテーマの回で、鹿島神宮は信仰・参詣の中心地として登場したと思われる。
犬吠埼,いぬぼうさき,千葉県,35.7037473,140.863045,136,第4シリーズ,【#136 銚子「銚子はなぜ日本一の漁港になった?」】「銚子はなぜ日本一の漁港になった?」がテーマの回で、犬吠埼は番組内で紹介された見どころとして登場したと思われる。
国立科学博物館附属自然教育園,こくりつかがくはくぶつかんふぞくしぜんきょういくえん,東京都,35.636007,139.721312,137,第4シリーズ,【#137 東京・白金「白金はなぜシロガネーゼの街になった?」】「白金はなぜシロガネーゼの街になった?」がテーマの回で、国立科学博物館附属自然教育園はまち歩きで紹介された見どころとして登場したと思われる。
阿蘇山,あそさん,熊本県,32.8796985,131.0732713,138,第4シリーズ,【#138 阿蘇「阿蘇は世界一のお役立ち火山」】「阿蘇は世界一のお役立ち火山」がテーマの回で、阿蘇山は地形・自然の成り立ちを示す見どころとして登場したと思われる。
西陣織会館,にしじんおりかいかん,京都府,35.0288908,135.7514579,139,第4シリーズ,【#139 京都・西陣「織物の町・西陣はどうできた?」】「織物の町・西陣はどうできた?」がテーマの回で、西陣織会館は番組内で紹介された見どころとして登場したと思われる。
釧路湿原,くしろしつげん,北海道,43.1430366,144.1463405,140,第4シリーズ,【#140 釧路湿原「世界に誇る釧路湿原のスゴさとは?」】「世界に誇る釧路湿原のスゴさとは?」がテーマの回で、釧路湿原は地形・自然の成り立ちを示す見どころとして登場したと思われる。
摩周湖,ましゅうこ,北海道,43.5928237,144.543044,141,第4シリーズ,【#141 阿寒・摩周「色とりどりな宝の秘密とは」】「色とりどりな宝の秘密とは」がテーマの回で、摩周湖は地形・自然の成り立ちを示す見どころとして登場したと思われる。
京都御所,きょうとごしょ,京都府,34.986644,135.7323195,142,第4シリーズ,【#142 京都御所「天皇の住まいはなぜこの場所だった?」】「天皇の住まいはなぜこの場所だった?」がテーマの回で、京都御所は番組内で紹介された見どころとして登場したと思われる。
